;Unnamed: 0;id;link;author;description;source;favorite_count;retweet_count;lang;tweet_type;user_statuses_count;user_friends_count;user_followers_count;"boost_value";cleaned;token;re_stop;stem;join;polarity
24;24;30;https://twitter.com/syzelli/statuses/1587326718435823616;syzelli;"Gayanya Pempus mau ikut Pemprov DKI yg punya program Jak Lingko yaitu Teman Bus, tp blm ada 2 thn udah langsung brbyr aja, trifnya ""lumayan"" lg 😂

Jakarta sejak Okt 2018 s.d skrg Mikrotrans (Angkot JakLingko) tetap gratis, Bus TJ Rp 3500 busnya Volvo dong, Miss You Sir Anies 🥺";Twitter for Android;0;1;in;retweet;5875;406;102;0.980392157;gayanya pempus mau ikut pemprov dki yg punya program jak lingko yaitu teman bus tp blm ada thn udah langsung brbyr aja trifnya lumayan lg jakarta sejak okt sd skrg mikrotrans angkot jaklingko tetap gratis bus tj rp busnya volvo dong miss you sir anies;['gayanya', 'pempus', 'mau', 'ikut', 'pemprov', 'dki', 'yg', 'punya', 'program', 'jak', 'lingko', 'yaitu', 'teman', 'bus', 'tp', 'blm', 'ada', 'thn', 'udah', 'langsung', 'brbyr', 'aja', 'trifnya', 'lumayan', 'lg', 'jakarta', 'sejak', 'okt', 'sd', 'skrg', 'mikrotrans', 'angkot', 'jaklingko', 'tetap', 'gratis', 'bus', 'tj', 'rp', 'busnya', 'volvo', 'dong', 'miss', 'you', 'sir', 'anies'];['gayanya', 'pempus', 'pemprov', 'dki', 'program', 'jak', 'lingko', 'teman', 'bus', 'tp', 'blm', 'thn', 'udah', 'langsung', 'brbyr', 'aja', 'trifnya', 'lumayan', 'lg', 'jakarta', 'okt', 'sd', 'skrg', 'mikrotrans', 'angkot', 'jaklingko', 'gratis', 'bus', 'rp', 'busnya', 'volvo', 'miss', 'you', 'sir', 'anies'];['gaya', 'pempus', 'pemprov', 'dki', 'program', 'jak', 'lingko', 'teman', 'bus', 'tp', 'blm', 'thn', 'udah', 'langsung', 'brbyr', 'aja', 'trifnya', 'lumayan', 'lg', 'jakarta', 'okt', 'sd', 'skrg', 'mikrotrans', 'angkot', 'jaklingko', 'gratis', 'bus', 'rp', 'bus', 'volvo', 'miss', 'you', 'sir', 'anies'];gaya pempus pemprov dki program jak lingko teman bus tp blm thn udah langsung brbyr aja trifnya lumayan lg jakarta okt sd skrg mikrotrans angkot jaklingko gratis bus rp bus volvo miss you sir anies;0
25;25;32;https://twitter.com/Pergerakan1/statuses/1587324441003839488;Pergerakan1;@randhilicious @aniesbaswedan @DKIJakarta @HarianDisway Mantap juga buzerr jaklingko satu ini Yee, lu direktur nya kah? G*blok 🤣🤣;Twitter for Android;2;0;in;reply;1773;22;27;2;mantap juga buzerr jaklingko satu ini yee lu direktur nya kah gblok;['mantap', 'juga', 'buzerr', 'jaklingko', 'satu', 'ini', 'yee', 'lu', 'direktur', 'nya', 'kah', 'gblok'];['mantap', 'buzerr', 'jaklingko', 'yee', 'lu', 'direktur', 'nya', 'kah', 'gblok'];['mantap', 'buzerr', 'jaklingko', 'yee', 'lu', 'direktur', 'nya', 'kah', 'gblok'];mantap buzerr jaklingko yee lu direktur nya kah gblok;0
26;26;33;https://twitter.com/0phium/statuses/1587323774206377984;0phium;"@aniesbaswedan @DKIJakarta @HarianDisway Salut dengan jaklingko.
Lain itu. Nothing.";Twitter Web App;3;0;in;reply;16400;4107;4135;3;salut dengan jaklingko lain itu nothing;['salut', 'dengan', 'jaklingko', 'lain', 'itu', 'nothing'];['salut', 'jaklingko', 'nothing'];['salut', 'jaklingko', 'nothing'];salut jaklingko nothing;1
27;27;35;https://twitter.com/lebrekele2/statuses/1587319297764110336;lebrekele2;"@edo_rosyada @emonthy @KenikoSpacy @aLy_Bima Maen ke Jakarta, biar mata lu kaga picek.
Naek Jaklingko gratis, bisa keliling2. Klo laper, cari warteg yg ada tulisan Gratis (Kan DKI punya program Semua Bisa Makan). Mo internetan gratis juga ada.
Tapi klo pangan murah khusus warga DKI https://t.co/sqFBhOcaPP";Twitter Web App;1;0;in;reply;9041;189;216;1;maen ke jakarta biar mata lu kaga picek naek jaklingko gratis bisa keliling klo laper cari warteg yg ada tulisan gratis kan dki punya program semua bisa makan mo internetan gratis juga ada tapi klo pangan murah khusus warga dki;['maen', 'ke', 'jakarta', 'biar', 'mata', 'lu', 'kaga', 'picek', 'naek', 'jaklingko', 'gratis', 'bisa', 'keliling', 'klo', 'laper', 'cari', 'warteg', 'yg', 'ada', 'tulisan', 'gratis', 'kan', 'dki', 'punya', 'program', 'semua', 'bisa', 'makan', 'mo', 'internetan', 'gratis', 'juga', 'ada', 'tapi', 'klo', 'pangan', 'murah', 'khusus', 'warga', 'dki'];['maen', 'jakarta', 'biar', 'mata', 'lu', 'kaga', 'picek', 'naek', 'jaklingko', 'gratis', 'keliling', 'klo', 'laper', 'cari', 'warteg', 'tulisan', 'gratis', 'dki', 'program', 'makan', 'mo', 'internetan', 'gratis', 'klo', 'pangan', 'murah', 'khusus', 'warga', 'dki'];['maen', 'jakarta', 'biar', 'mata', 'lu', 'kaga', 'picek', 'naek', 'jaklingko', 'gratis', 'keliling', 'klo', 'laper', 'cari', 'warteg', 'tulis', 'gratis', 'dki', 'program', 'makan', 'mo', 'internetan', 'gratis', 'klo', 'pangan', 'murah', 'khusus', 'warga', 'dki'];maen jakarta biar mata lu kaga picek naek jaklingko gratis keliling klo laper cari warteg tulis gratis dki program makan mo internetan gratis klo pangan murah khusus warga dki;0
28;28;36;https://twitter.com/PT_Transjakarta/statuses/1587309558652981248;PT_Transjakarta;"@aldoyy_ Hai kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^RSN";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih rsn;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih rsn;0
29;29;37;https://twitter.com/Varsyetha/statuses/1587309091126288385;Varsyetha;@PT_Transjakarta Utk pembelian jaklingko sdh bisa menggunakan voucher belum nih? Saya beli krn ga punya cash diminta pembayaran online ternyata kartu ga keluar dibalikin nya berupa voucher, eh kok sekarang gabs pembelian pake voucher infonya;Twitter for Android;0;0;in;reply;25;20;0;0;utk pembelian jaklingko sdh bisa menggunakan voucher belum nih saya beli krn ga punya cash diminta pembayaran online ternyata kartu ga keluar dibalikin nya berupa voucher eh kok sekarang gabs pembelian pake voucher infonya;['utk', 'pembelian', 'jaklingko', 'sdh', 'bisa', 'menggunakan', 'voucher', 'belum', 'nih', 'saya', 'beli', 'krn', 'ga', 'punya', 'cash', 'diminta', 'pembayaran', 'online', 'ternyata', 'kartu', 'ga', 'keluar', 'dibalikin', 'nya', 'berupa', 'voucher', 'eh', 'kok', 'sekarang', 'gabs', 'pembelian', 'pake', 'voucher', 'infonya'];['utk', 'pembelian', 'jaklingko', 'sdh', 'voucher', 'nih', 'beli', 'ga', 'cash', 'pembayaran', 'online', 'kartu', 'ga', 'dibalikin', 'nya', 'voucher', 'eh', 'gabs', 'pembelian', 'pake', 'voucher', 'infonya'];['utk', 'beli', 'jaklingko', 'sdh', 'voucher', 'nih', 'beli', 'ga', 'cash', 'bayar', 'online', 'kartu', 'ga', 'dibalikin', 'nya', 'voucher', 'eh', 'gabs', 'beli', 'pake', 'voucher', 'info'];utk beli jaklingko sdh voucher nih beli ga cash bayar online kartu ga dibalikin nya voucher eh gabs beli pake voucher info;1
30;30;38;https://twitter.com/hermanpersempre/statuses/1587309038248681472;hermanpersempre;@PutraErlangga95 Yang merah ga punya jaklingko;Twitter Web App;2;0;in;reply;325;576;63;2;yang merah ga punya jaklingko;['yang', 'merah', 'ga', 'punya', 'jaklingko'];['merah', 'ga', 'jaklingko'];['merah', 'ga', 'jaklingko'];merah ga jaklingko;1
31;31;39;https://twitter.com/Latupeirissa77/statuses/1587304695176916992;Latupeirissa77;@MohamadMaskur5 @DhaniNusantara1 @tatakujiyati @aniesbaswedan @DKIJakarta @TitoCarnavian @kemendagri @BKNgoid @Humas_DKI @SatpolPP_DKI @PemprovDKI @dprddkijakarta @PDI_Perjuangan @PSI_Jakarta @infojakarta Tuuuu...programnya cuma Jaklingko aja yg bagus..itu Panji loo yg omong....🤣🤣🤣 https://t.co/dWgMzg29DK;Twitter for Android;0;1;in;retweet;14152;1180;1190;0.084033613;tuuuuprogramnya cuma jaklingko aja yg bagusitu panji loo yg omong;['tuuuuprogramnya', 'cuma', 'jaklingko', 'aja', 'yg', 'bagusitu', 'panji', 'loo', 'yg', 'omong'];['tuuuuprogramnya', 'jaklingko', 'aja', 'bagusitu', 'panji', 'loo', 'omong'];['tuuuuprogramnya', 'jaklingko', 'aja', 'bagusitu', 'panji', 'loo', 'omong'];tuuuuprogramnya jaklingko aja bagusitu panji loo omong;1
32;32;41;https://twitter.com/CommuterLine/statuses/1587299698376777729;CommuterLine;@LgndryPokemon Silakan dapat menggunakan Kartu Multi Trip (KMT), CommuterPay, kartu uang elektronik bank (Flazz BCA, Brizzi BRI, E-Money Mandiri, JakLingko selain terbitan Bank DKI, TapCash BNI), aplikasi LinkAja atau metode pembayaran Gopay pada fitur GoTransit di aplikasi Gojek. Trims |2;TweetDeck;0;0;in;reply;694585;172;979516;0;silakan dapat menggunakan kartu multi trip kmt commuterpay kartu uang elektronik bank flazz bca brizzi bri emoney mandiri jaklingko selain terbitan bank dki tapcash bni aplikasi linkaja atau metode pembayaran gopay pada fitur gotransit di aplikasi gojek trims;['silakan', 'dapat', 'menggunakan', 'kartu', 'multi', 'trip', 'kmt', 'commuterpay', 'kartu', 'uang', 'elektronik', 'bank', 'flazz', 'bca', 'brizzi', 'bri', 'emoney', 'mandiri', 'jaklingko', 'selain', 'terbitan', 'bank', 'dki', 'tapcash', 'bni', 'aplikasi', 'linkaja', 'atau', 'metode', 'pembayaran', 'gopay', 'pada', 'fitur', 'gotransit', 'di', 'aplikasi', 'gojek', 'trims'];['silakan', 'kartu', 'multi', 'trip', 'kmt', 'commuterpay', 'kartu', 'uang', 'elektronik', 'bank', 'flazz', 'bca', 'brizzi', 'bri', 'emoney', 'mandiri', 'jaklingko', 'terbitan', 'bank', 'dki', 'tapcash', 'bni', 'aplikasi', 'linkaja', 'metode', 'pembayaran', 'gopay', 'fitur', 'gotransit', 'aplikasi', 'gojek', 'trims'];['sila', 'kartu', 'multi', 'trip', 'kmt', 'commuterpay', 'kartu', 'uang', 'elektronik', 'bank', 'flazz', 'bca', 'brizzi', 'bri', 'emoney', 'mandiri', 'jaklingko', 'terbit', 'bank', 'dki', 'tapcash', 'bni', 'aplikasi', 'linkaja', 'metode', 'bayar', 'gopay', 'fitur', 'gotransit', 'aplikasi', 'gojek', 'trims'];sila kartu multi trip kmt commuterpay kartu uang elektronik bank flazz bca brizzi bri emoney mandiri jaklingko terbit bank dki tapcash bni aplikasi linkaja metode bayar gopay fitur gotransit aplikasi gojek trims;1
33;33;42;https://twitter.com/LadVenturer82/statuses/1587286103194599424;LadVenturer82;Pagi @PT_Transjakarta nanya, pny sy saldonya 0, kemarin naik JakLingko 25 bisa, pas mau top-up di shelter Pasar Rebo,petugasnya bilang enga bisa katanya kartu lama dan enga bisa kebaca di mesin .. sy pake di Ragunan n Museum Fatahilah bisa, solusinya gmn kalo mau top up? Thnks https://t.co/6i2jvmf2VG;Twitter for Android;1;0;in;original;16798;1481;555;1;pagi nanya pny sy saldonya kemarin naik jaklingko bisa pas mau topup di shelter pasar rebopetugasnya bilang enga bisa katanya kartu lama dan enga bisa kebaca di mesin sy pake di ragunan n museum fatahilah bisa solusinya gmn kalo mau top up thnks;['pagi', 'nanya', 'pny', 'sy', 'saldonya', 'kemarin', 'naik', 'jaklingko', 'bisa', 'pas', 'mau', 'topup', 'di', 'shelter', 'pasar', 'rebopetugasnya', 'bilang', 'enga', 'bisa', 'katanya', 'kartu', 'lama', 'dan', 'enga', 'bisa', 'kebaca', 'di', 'mesin', 'sy', 'pake', 'di', 'ragunan', 'n', 'museum', 'fatahilah', 'bisa', 'solusinya', 'gmn', 'kalo', 'mau', 'top', 'up', 'thnks'];['pagi', 'nanya', 'pny', 'sy', 'saldonya', 'kemarin', 'jaklingko', 'pas', 'topup', 'shelter', 'pasar', 'rebopetugasnya', 'bilang', 'enga', 'kartu', 'enga', 'kebaca', 'mesin', 'sy', 'pake', 'ragunan', 'n', 'museum', 'fatahilah', 'solusinya', 'kalo', 'top', 'up', 'thnks'];['pagi', 'nanya', 'pny', 'sy', 'saldo', 'kemarin', 'jaklingko', 'pas', 'topup', 'shelter', 'pasar', 'rebopetugasnya', 'bilang', 'enga', 'kartu', 'enga', 'baca', 'mesin', 'sy', 'pake', 'ragunan', 'n', 'museum', 'fatah', 'solusi', 'kalo', 'top', 'up', 'thnks'];pagi nanya pny sy saldo kemarin jaklingko pas topup shelter pasar rebopetugasnya bilang enga kartu enga baca mesin sy pake ragunan n museum fatah solusi kalo top up thnks;1
34;34;44;https://twitter.com/ganjenpranowo/statuses/1587277284863488000;ganjenpranowo;"Sudah mulai kenal dengan Mikrotrans belum? Mobil cilik ini bisa membawa kamu bermobilitas di Jakarta dengan tarif 0 Rupiah! Yap betul, gratis tis tis💸

#JakartaSmartCity #MikroTrans #Transportasijakarta #JakLingko https://t.co/LC36dx4BVK";Twitter for Android;0;10;in;retweet;944;123;12;83.33333333;sudah mulai kenal dengan mikrotrans belum mobil cilik ini bisa membawa kamu bermobilitas di jakarta dengan tarif rupiah yap betul gratis tis;['sudah', 'mulai', 'kenal', 'dengan', 'mikrotrans', 'belum', 'mobil', 'cilik', 'ini', 'bisa', 'membawa', 'kamu', 'bermobilitas', 'di', 'jakarta', 'dengan', 'tarif', 'rupiah', 'yap', 'betul', 'gratis', 'tis'];['kenal', 'mikrotrans', 'mobil', 'cilik', 'membawa', 'bermobilitas', 'jakarta', 'tarif', 'rupiah', 'yap', 'gratis', 'tis'];['kenal', 'mikrotrans', 'mobil', 'cilik', 'bawa', 'mobilitas', 'jakarta', 'tarif', 'rupiah', 'yap', 'gratis', 'tis'];kenal mikrotrans mobil cilik bawa mobilitas jakarta tarif rupiah yap gratis tis;1
35;35;46;https://twitter.com/UtomoSetyok4ila/statuses/1587275215788130306;UtomoSetyok4ila;"Saat
Anies Baswedan Kendarai Mikrotrans Jaklingko 
Dari Terminal Rawamangun Ke Pasar Kebembem
Senin (26/9/2022).
https://t.co/8vLkRbgMVv";Twitter for Android;0;1;in;retweet;69791;5213;4814;0.020772746;saat anies baswedan kendarai mikrotrans jaklingko dari terminal rawamangun ke pasar kebembem senin;['saat', 'anies', 'baswedan', 'kendarai', 'mikrotrans', 'jaklingko', 'dari', 'terminal', 'rawamangun', 'ke', 'pasar', 'kebembem', 'senin'];['anies', 'baswedan', 'kendarai', 'mikrotrans', 'jaklingko', 'terminal', 'rawamangun', 'pasar', 'kebembem', 'senin'];['anies', 'baswedan', 'kendara', 'mikrotrans', 'jaklingko', 'terminal', 'rawamangun', 'pasar', 'kebembem', 'senin'];anies baswedan kendara mikrotrans jaklingko terminal rawamangun pasar kebembem senin;1
36;36;47;https://twitter.com/Desto11879838/statuses/1587268081822617600;Desto11879838;@MurtadhaOne1 @pandji @aniesbaswedan Jaklingko doang, lainnya berantakan, trs mau jadi gubernur lagi??? Otak mana otak...;Twitter Web App;5;0;in;reply;8308;1847;1530;5;jaklingko doang lainnya berantakan trs mau jadi gubernur lagi otak mana otak;['jaklingko', 'doang', 'lainnya', 'berantakan', 'trs', 'mau', 'jadi', 'gubernur', 'lagi', 'otak', 'mana', 'otak'];['jaklingko', 'doang', 'berantakan', 'trs', 'gubernur', 'otak', 'otak'];['jaklingko', 'doang', 'beranta', 'trs', 'gubernur', 'otak', 'otak'];jaklingko doang beranta trs gubernur otak otak;1
37;37;48;https://twitter.com/lovejesslyn48/statuses/1587264400830103552;lovejesslyn48;@PT_Transjakarta Ga sempet liat nomor nya, rute jaklingko 52 depan pasar ganefo cengkareng. Gara2 1 driver males ngambil , armada cuma dikit bikin abis biaya gojek, telat masuk kantor. Tolonglah mereka juga digaji kan?;Twitter for Android;0;0;in;reply;8;3;0;0;ga sempet liat nomor nya rute jaklingko depan pasar ganefo cengkareng gara driver males ngambil armada cuma dikit bikin abis biaya gojek telat masuk kantor tolonglah mereka juga digaji kan;['ga', 'sempet', 'liat', 'nomor', 'nya', 'rute', 'jaklingko', 'depan', 'pasar', 'ganefo', 'cengkareng', 'gara', 'driver', 'males', 'ngambil', 'armada', 'cuma', 'dikit', 'bikin', 'abis', 'biaya', 'gojek', 'telat', 'masuk', 'kantor', 'tolonglah', 'mereka', 'juga', 'digaji', 'kan'];['ga', 'sempet', 'liat', 'nomor', 'nya', 'rute', 'jaklingko', 'pasar', 'ganefo', 'cengkareng', 'gara', 'driver', 'males', 'ngambil', 'armada', 'dikit', 'bikin', 'abis', 'biaya', 'gojek', 'telat', 'masuk', 'kantor', 'tolonglah', 'digaji'];['ga', 'sempet', 'liat', 'nomor', 'nya', 'rute', 'jaklingko', 'pasar', 'ganefo', 'cengkareng', 'gara', 'driver', 'males', 'ngambil', 'armada', 'dikit', 'bikin', 'abis', 'biaya', 'gojek', 'telat', 'masuk', 'kantor', 'tolong', 'gaji'];ga sempet liat nomor nya rute jaklingko pasar ganefo cengkareng gara driver males ngambil armada dikit bikin abis biaya gojek telat masuk kantor tolong gaji;1
38;38;49;https://twitter.com/annomiddleton/statuses/1587259594648485889;annomiddleton;"dear admin @PT_Transjakarta 
tolong min para supir jaklingko arah kuningan-kalibata nyetirnya pelan2😭🙏

saya tiapa hari naik ini dan supirnya beda2, tp semuanya sama2 ngebut dan ugal2an, ditambah ngerem mendadak";Twitter for iPhone;0;0;in;original;32;15;9;0;dear admin tolong min para supir jaklingko arah kuningankalibata nyetirnya pelan saya tiapa hari naik ini dan supirnya beda tp semuanya sama ngebut dan ugalan ditambah ngerem mendadak;['dear', 'admin', 'tolong', 'min', 'para', 'supir', 'jaklingko', 'arah', 'kuningankalibata', 'nyetirnya', 'pelan', 'saya', 'tiapa', 'hari', 'naik', 'ini', 'dan', 'supirnya', 'beda', 'tp', 'semuanya', 'sama', 'ngebut', 'dan', 'ugalan', 'ditambah', 'ngerem', 'mendadak'];['dear', 'admin', 'tolong', 'min', 'supir', 'jaklingko', 'arah', 'kuningankalibata', 'nyetirnya', 'pelan', 'tiapa', 'supirnya', 'beda', 'tp', 'ngebut', 'ugalan', 'ditambah', 'ngerem', 'mendadak'];['dear', 'admin', 'tolong', 'min', 'supir', 'jaklingko', 'arah', 'kuningankalibata', 'nyetirnya', 'pelan', 'tiapa', 'supirnya', 'beda', 'tp', 'ngebut', 'ugalan', 'tambah', 'ngerem', 'dadak'];dear admin tolong min supir jaklingko arah kuningankalibata nyetirnya pelan tiapa supirnya beda tp ngebut ugalan tambah ngerem dadak;0
39;39;50;https://twitter.com/mas_ngandre/statuses/1587256381253394432;mas_ngandre;"@MurtadhaOne1 @pandji @aniesbaswedan Ebusetttt...cuman jaklingko doang yg diapresiasi🤭😁
Tpi mendinglah,paling tidak ada sebiji.";Twitter Web App;2;0;in;reply;2819;933;569;2;ebusettttcuman jaklingko doang yg diapresiasi tpi mendinglahpaling tidak ada sebiji;['ebusettttcuman', 'jaklingko', 'doang', 'yg', 'diapresiasi', 'tpi', 'mendinglahpaling', 'tidak', 'ada', 'sebiji'];['ebusettttcuman', 'jaklingko', 'doang', 'diapresiasi', 'mendinglahpaling', 'sebiji'];['ebusettttcuman', 'jaklingko', 'doang', 'apresiasi', 'mendinglahpaling', 'biji'];ebusettttcuman jaklingko doang apresiasi mendinglahpaling biji;0
40;40;51;https://twitter.com/cucun160/statuses/1587248480401211392;cucun160;@PT_Transjakarta Jaklingko cuma ngasih itu aja kak;Twitter for iPhone;0;0;in;reply;6621;261;367;0;jaklingko cuma ngasih itu aja kak;['jaklingko', 'cuma', 'ngasih', 'itu', 'aja', 'kak'];['jaklingko', 'ngasih', 'aja', 'kak'];['jaklingko', 'ngasih', 'aja', 'kak'];jaklingko ngasih aja kak;1
41;41;52;https://twitter.com/PT_Transjakarta/statuses/1587246722337710088;PT_Transjakarta;"@OtakUdangku Hai kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^RSN";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih rsn;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'rsn'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih rsn;0
42;42;53;https://twitter.com/Honeysatysa/statuses/1587241121251401729;Honeysatysa;@PT_Transjakarta tolong di disiplinin lagi ya pengemudi mikro trans jaklingko Jak-45 (ragunan-lebakbulus) yg nyetir sambil main handphone! Supirnya masi muda, tatoan pula. Ini gimana sih pas trainingnya!;Twitter for Android;0;0;in;original;8;2;0;0;tolong di disiplinin lagi ya pengemudi mikro trans jaklingko jak ragunanlebakbulus yg nyetir sambil main handphone supirnya masi muda tatoan pula ini gimana sih pas trainingnya;['tolong', 'di', 'disiplinin', 'lagi', 'ya', 'pengemudi', 'mikro', 'trans', 'jaklingko', 'jak', 'ragunanlebakbulus', 'yg', 'nyetir', 'sambil', 'main', 'handphone', 'supirnya', 'masi', 'muda', 'tatoan', 'pula', 'ini', 'gimana', 'sih', 'pas', 'trainingnya'];['tolong', 'disiplinin', 'ya', 'pengemudi', 'mikro', 'trans', 'jaklingko', 'jak', 'ragunanlebakbulus', 'nyetir', 'main', 'handphone', 'supirnya', 'masi', 'muda', 'tatoan', 'gimana', 'sih', 'pas', 'trainingnya'];['tolong', 'disiplinin', 'ya', 'kemudi', 'mikro', 'trans', 'jaklingko', 'jak', 'ragunanlebakbulus', 'nyetir', 'main', 'handphone', 'supirnya', 'mas', 'muda', 'tato', 'gimana', 'sih', 'pas', 'trainingnya'];tolong disiplinin ya kemudi mikro trans jaklingko jak ragunanlebakbulus nyetir main handphone supirnya mas muda tato gimana sih pas trainingnya;0
