,id,link,author,description,source,favorite_count,retweet_count,lang,tweet_type,user_statuses_count,user_friends_count,user_followers_count,boost_value,token,re_stop,stem,join
34,35,https://twitter.com/herupurnom0/statuses/1577535597073293314,herupurnom0,pagi kak kartu uang elektronik seperti kartu jaklingko flazz bca emoney bank mandiri tapcash bni brizzi bri dan jakcard bank dki dapat digunakan pada layanan transjakarta minimal saldo untuk dapat melakukan perjalanan adalah rp  ya kak  ,Twitter for Android,0,1,in,retweet,23516,936,305,"0,327868852","['pagi', 'kak', 'kartu', 'uang', 'elektronik', 'seperti', 'kartu', 'jaklingko', 'flazz', 'bca', 'emoney', 'bank', 'mandiri', 'tapcash', 'bni', 'brizzi', 'bri', 'dan', 'jakcard', 'bank', 'dki', 'dapat', 'digunakan', 'pada', 'layanan', 'transjakarta', 'minimal', 'saldo', 'untuk', 'dapat', 'melakukan', 'perjalanan', 'adalah', 'rp', 'ya', 'kak']","['pagi', 'kak', 'kartu', 'uang', 'elektronik', 'kartu', 'jaklingko', 'flazz', 'bca', 'emoney', 'bank', 'mandiri', 'tapcash', 'bni', 'brizzi', 'bri', 'jakcard', 'bank', 'dki', 'layanan', 'transjakarta', 'minimal', 'saldo', 'perjalanan', 'rp', 'ya', 'kak']","['pagi', 'kak', 'kartu', 'uang', 'elektronik', 'kartu', 'jaklingko', 'flazz', 'bca', 'emoney', 'bank', 'mandiri', 'tapcash', 'bni', 'brizzi', 'bri', 'jakcard', 'bank', 'dki', 'layan', 'transjakarta', 'minimal', 'saldo', 'jalan', 'rp', 'ya', 'kak']",pagi kak kartu uang elektronik kartu jaklingko flazz bca emoney bank mandiri tapcash bni brizzi bri jakcard bank dki layan transjakarta minimal saldo jalan rp ya kak
35,36,https://twitter.com/Guehedy/statuses/1577519454602133504,Guehedy,min info beli kartu jaklingko dimana aja dong thank you ,Twitter for Android,0,0,in,original,55817,517,773,0,"['min', 'info', 'beli', 'kartu', 'jaklingko', 'dimana', 'aja', 'dong', 'thank', 'you']","['min', 'info', 'beli', 'kartu', 'jaklingko', 'dimana', 'aja', 'thank', 'you']","['min', 'info', 'beli', 'kartu', 'jaklingko', 'mana', 'aja', 'thank', 'you']",min info beli kartu jaklingko mana aja thank you
36,37,https://twitter.com/smittenmuch/statuses/1577518236262092800,smittenmuch,and fawk jaklingko ,Twitter for Android,0,0,in,original,213,21,0,0,"['and', 'fawk', 'jaklingko']","['and', 'jaklingko']","['and', 'jaklingko']",and jaklingko
37,38,https://twitter.com/LeonardEricLie/statuses/1577518152627683328,LeonardEricLie,itu dia masalahnya angkot jaklingko aja naiknya ga bisa pake apps jaklingko ,Twitter for Android,0,0,in,reply,77507,53,324,0,"['itu', 'dia', 'masalahnya', 'angkot', 'jaklingko', 'aja', 'naiknya', 'ga', 'bisa', 'pake', 'apps', 'jaklingko']","['angkot', 'jaklingko', 'aja', 'naiknya', 'ga', 'pake', 'apps', 'jaklingko']","['angkot', 'jaklingko', 'aja', 'naik', 'ga', 'pake', 'apps', 'jaklingko']",angkot jaklingko aja naik ga pake apps jaklingko
38,39,https://twitter.com/Varsyetha/statuses/1577517985845370880,Varsyetha,gabisa min kata petugas saya kan ada pembelian pake shopeepay tp gagal kartunya keluar trs dkbalikan dlm bentuk voucher tp voucher nya gabs beli kartu jaklingko bisanya top up tp saya punya flazz gimana c min repot amat bisa ga kembaliin ke shopeepay nya aja ,Twitter for Android,0,0,in,reply,18,14,0,0,"['gabisa', 'min', 'kata', 'petugas', 'saya', 'kan', 'ada', 'pembelian', 'pake', 'shopeepay', 'tp', 'gagal', 'kartunya', 'keluar', 'trs', 'dkbalikan', 'dlm', 'bentuk', 'voucher', 'tp', 'voucher', 'nya', 'gabs', 'beli', 'kartu', 'jaklingko', 'bisanya', 'top', 'up', 'tp', 'saya', 'punya', 'flazz', 'gimana', 'c', 'min', 'repot', 'amat', 'bisa', 'ga', 'kembaliin', 'ke', 'shopeepay', 'nya', 'aja']","['gabisa', 'min', 'petugas', 'pembelian', 'pake', 'shopeepay', 'tp', 'gagal', 'kartunya', 'trs', 'dkbalikan', 'dlm', 'bentuk', 'voucher', 'tp', 'voucher', 'nya', 'gabs', 'beli', 'kartu', 'jaklingko', 'bisanya', 'top', 'up', 'tp', 'flazz', 'gimana', 'c', 'min', 'repot', 'ga', 'kembaliin', 'shopeepay', 'nya', 'aja']","['gabisa', 'min', 'tugas', 'beli', 'pake', 'shopeepay', 'tp', 'gagal', 'kartu', 'trs', 'dkbalikan', 'dlm', 'bentuk', 'voucher', 'tp', 'voucher', 'nya', 'gabs', 'beli', 'kartu', 'jaklingko', 'bisa', 'top', 'up', 'tp', 'flazz', 'gimana', 'c', 'min', 'repot', 'ga', 'kembaliin', 'shopeepay', 'nya', 'aja']",gabisa min tugas beli pake shopeepay tp gagal kartu trs dkbalikan dlm bentuk voucher tp voucher nya gabs beli kartu jaklingko bisa top up tp flazz gimana c min repot ga kembaliin shopeepay nya aja
39,40,https://twitter.com/Arief_2792/statuses/1577517293411926017,Arief_2792,jaklingko tapcash gw kok bisa ye masukin ke app pernah coba aktifin di bct tulisannya masih ok otrip kesannya kek di grup kantor  besok pagi tarif integrasi berlaku ya ,Twitter for Android,0,2,in,retweet,42541,280,145,"1,379310345","['jaklingko', 'tapcash', 'gw', 'kok', 'bisa', 'ye', 'masukin', 'ke', 'app', 'pernah', 'coba', 'aktifin', 'di', 'bct', 'tulisannya', 'masih', 'ok', 'otrip', 'kesannya', 'kek', 'di', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya']","['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulisannya', 'ok', 'otrip', 'kesannya', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'berlaku', 'ya']","['jaklingko', 'tapcash', 'gw', 'ye', 'masukin', 'app', 'coba', 'aktifin', 'bct', 'tulis', 'ok', 'otrip', 'kesan', 'kek', 'grup', 'kantor', 'besok', 'pagi', 'tarif', 'integrasi', 'laku', 'ya']",jaklingko tapcash gw ye masukin app coba aktifin bct tulis ok otrip kesan kek grup kantor besok pagi tarif integrasi laku ya
42,43,https://twitter.com/aa_watermelon/statuses/1577515335129128960,aa_watermelon,gak sih lebih ke kemaren gegara ada pembaruan sistem bisa kok pake jaklingko ,Twitter Web App,0,0,in,reply,28127,1274,2014,0,"['gak', 'sih', 'lebih', 'ke', 'kemaren', 'gegara', 'ada', 'pembaruan', 'sistem', 'bisa', 'kok', 'pake', 'jaklingko']","['gak', 'sih', 'kemaren', 'gegara', 'pembaruan', 'sistem', 'pake', 'jaklingko']","['gak', 'sih', 'kemaren', 'gegara', 'baru', 'sistem', 'pake', 'jaklingko']",gak sih kemaren gegara baru sistem pake jaklingko
43,44,https://twitter.com/omsenan76397357/statuses/1577512660769574912,omsenan76397357,ga mau naik tije dulu kekantor mendingan sementara naik jaklingko biar pun muter muter daripada emosi udah antri terus saldo kepotong ga jelas kemarin kepotong dua kali tap ini sumber waras  tap out halte kota kena lagi  ,Twitter for Android,0,2,in,retweet,4880,414,65,"3,076923077","['ga', 'mau', 'naik', 'tije', 'dulu', 'kekantor', 'mendingan', 'sementara', 'naik', 'jaklingko', 'biar', 'pun', 'muter', 'muter', 'daripada', 'emosi', 'udah', 'antri', 'terus', 'saldo', 'kepotong', 'ga', 'jelas', 'kemarin', 'kepotong', 'dua', 'kali', 'tap', 'ini', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena', 'lagi']","['ga', 'tije', 'kekantor', 'mendingan', 'jaklingko', 'biar', 'muter', 'muter', 'emosi', 'udah', 'antri', 'saldo', 'kepotong', 'ga', 'kemarin', 'kepotong', 'kali', 'tap', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena']","['ga', 'tije', 'kantor', 'mending', 'jaklingko', 'biar', 'muter', 'muter', 'emosi', 'udah', 'antri', 'saldo', 'potong', 'ga', 'kemarin', 'potong', 'kali', 'tap', 'sumber', 'waras', 'tap', 'out', 'halte', 'kota', 'kena']",ga tije kantor mending jaklingko biar muter muter emosi udah antri saldo potong ga kemarin potong kali tap sumber waras tap out halte kota kena
44,45,https://twitter.com/mofaisalakbar/statuses/1577510506453430272,mofaisalakbar,karena kebijakan integrasi jaklingko gitu fir jd meski naik bus kecil terus pindah ke tj bayarnya goceng yg nyebelin itu fasilitas tap in tap out ini sistemnya belum update dan mesinnya tiap halte cuma dikit sedangkan yg keluar masuk tuh banyak bgt di peak hour ,Twitter for iPhone,0,0,in,reply,32227,933,1792,0,"['karena', 'kebijakan', 'integrasi', 'jaklingko', 'gitu', 'fir', 'jd', 'meski', 'naik', 'bus', 'kecil', 'terus', 'pindah', 'ke', 'tj', 'bayarnya', 'goceng', 'yg', 'nyebelin', 'itu', 'fasilitas', 'tap', 'in', 'tap', 'out', 'ini', 'sistemnya', 'belum', 'update', 'dan', 'mesinnya', 'tiap', 'halte', 'cuma', 'dikit', 'sedangkan', 'yg', 'keluar', 'masuk', 'tuh', 'banyak', 'bgt', 'di', 'peak', 'hour']","['kebijakan', 'integrasi', 'jaklingko', 'gitu', 'fir', 'jd', 'bus', 'pindah', 'bayarnya', 'goceng', 'nyebelin', 'fasilitas', 'tap', 'in', 'tap', 'out', 'sistemnya', 'update', 'mesinnya', 'halte', 'dikit', 'masuk', 'tuh', 'peak', 'hour']","['bijak', 'integrasi', 'jaklingko', 'gitu', 'fir', 'jd', 'bus', 'pindah', 'bayar', 'goceng', 'nyebelin', 'fasilitas', 'tap', 'in', 'tap', 'out', 'sistem', 'update', 'mesin', 'halte', 'dikit', 'masuk', 'tuh', 'peak', 'hour']",bijak integrasi jaklingko gitu fir jd bus pindah bayar goceng nyebelin fasilitas tap in tap out sistem update mesin halte dikit masuk tuh peak hour
45,46,https://twitter.com/LeonardEricLie/statuses/1577502267586248705,LeonardEricLie,anjir tolol bet wkwkwkwkwk saatnya beralih sementara pakai qr kalo kci gw udah worryfree pake gotransit mrt juga sama gampang pake app nya link ke gopay yang jadi masalah tetap saja si aplikasi jaklingko ini gak bisa dipake di nonbrt wkwkwkwkwwk ,Twitter for Android,0,0,in,reply,77507,53,324,0,"['anjir', 'tolol', 'bet', 'wkwkwkwkwk', 'saatnya', 'beralih', 'sementara', 'pakai', 'qr', 'kalo', 'kci', 'gw', 'udah', 'worryfree', 'pake', 'gotransit', 'mrt', 'juga', 'sama', 'gampang', 'pake', 'app', 'nya', 'link', 'ke', 'gopay', 'yang', 'jadi', 'masalah', 'tetap', 'saja', 'si', 'aplikasi', 'jaklingko', 'ini', 'gak', 'bisa', 'dipake', 'di', 'nonbrt', 'wkwkwkwkwwk']","['anjir', 'tolol', 'beralih', 'pakai', 'qr', 'kalo', 'kci', 'gw', 'udah', 'worryfree', 'pake', 'gotransit', 'mrt', 'gampang', 'pake', 'app', 'nya', 'link', 'gopay', 'si', 'aplikasi', 'jaklingko', 'gak', 'dipake', 'nonbrt']","['anjir', 'tolol', 'alih', 'pakai', 'qr', 'kalo', 'kci', 'gw', 'udah', 'worryfree', 'pake', 'gotransit', 'mrt', 'gampang', 'pake', 'app', 'nya', 'link', 'gopay', 'si', 'aplikasi', 'jaklingko', 'gak', 'dipake', 'nonbrt']",anjir tolol alih pakai qr kalo kci gw udah worryfree pake gotransit mrt gampang pake app nya link gopay si aplikasi jaklingko gak dipake nonbrt
46,47,https://twitter.com/pmanlixious/statuses/1577500840939900929,pmanlixious,sekarang udah harus pake kartu bank tertentu ya mas aku cma ada jaklingko ,Twitter for Android,0,0,in,reply,13110,853,611,0,"['sekarang', 'udah', 'harus', 'pake', 'kartu', 'bank', 'tertentu', 'ya', 'mas', 'aku', 'cma', 'ada', 'jaklingko']","['udah', 'pake', 'kartu', 'bank', 'ya', 'mas', 'cma', 'jaklingko']","['udah', 'pake', 'kartu', 'bank', 'ya', 'mas', 'cma', 'jaklingko']",udah pake kartu bank ya mas cma jaklingko
47,48,https://twitter.com/LeonardEricLie/statuses/1577500415230636032,LeonardEricLie,lalu kenapa kartu bank gagal daftar di jaklingko begini ya ,Twitter for Android,0,0,in,reply,77507,53,324,0,"['lalu', 'kenapa', 'kartu', 'bank', 'gagal', 'daftar', 'di', 'jaklingko', 'begini', 'ya']","['kartu', 'bank', 'gagal', 'daftar', 'jaklingko', 'ya']","['kartu', 'bank', 'gagal', 'daftar', 'jaklingko', 'ya']",kartu bank gagal daftar jaklingko ya
48,49,https://twitter.com/81_hopes/statuses/1577496804811161600,81_hopes,jadi ini yang menyebabkan kartu selain jaklingko terpotong x min jelaskan min jd penumpang tidak bingung ,Twitter for Android,0,0,in,reply,570,108,5,0,"['jadi', 'ini', 'yang', 'menyebabkan', 'kartu', 'selain', 'jaklingko', 'terpotong', 'x', 'min', 'jelaskan', 'min', 'jd', 'penumpang', 'tidak', 'bingung']","['menyebabkan', 'kartu', 'jaklingko', 'terpotong', 'x', 'min', 'min', 'jd', 'penumpang', 'bingung']","['sebab', 'kartu', 'jaklingko', 'potong', 'x', 'min', 'min', 'jd', 'tumpang', 'bingung']",sebab kartu jaklingko potong x min min jd tumpang bingung
49,50,https://twitter.com/81_hopes/statuses/1577496548140728320,81_hopes,jadi flazz e money dan kartu diluar jaklingko tidak berguna min  kenapa penumpang dibuat susah  ,Twitter for Android,0,1,in,reply,570,108,5,20,"['jadi', 'flazz', 'e', 'money', 'dan', 'kartu', 'diluar', 'jaklingko', 'tidak', 'berguna', 'min', 'kenapa', 'penumpang', 'dibuat', 'susah']","['flazz', 'e', 'money', 'kartu', 'diluar', 'jaklingko', 'berguna', 'min', 'penumpang', 'susah']","['flazz', 'e', 'money', 'kartu', 'luar', 'jaklingko', 'guna', 'min', 'tumpang', 'susah']",flazz e money kartu luar jaklingko guna min tumpang susah
50,51,https://twitter.com/thedufresne/statuses/1577495964449124353,thedufresne,jaklingko emang gw yg mengerjakan silakan tanya manajemen transjakarta ,Twitter for iPhone,0,0,in,reply,65291,2367,15611,0,"['jaklingko', 'emang', 'gw', 'yg', 'mengerjakan', 'silakan', 'tanya', 'manajemen', 'transjakarta']","['jaklingko', 'emang', 'gw', 'silakan', 'manajemen', 'transjakarta']","['jaklingko', 'emang', 'gw', 'sila', 'manajemen', 'transjakarta']",jaklingko emang gw sila manajemen transjakarta
51,52,https://twitter.com/Gladyzkhun/statuses/1577492879408517121,Gladyzkhun,iya skrg peraturan baru karena mulai diterapin tarif integrasi antara tjmrtlrt sama angkot jaklingko ,Twitter for Android,1,0,in,reply,188483,193,10071,"0,009929501","['iya', 'skrg', 'peraturan', 'baru', 'karena', 'mulai', 'diterapin', 'tarif', 'integrasi', 'antara', 'tjmrtlrt', 'sama', 'angkot', 'jaklingko']","['iya', 'skrg', 'peraturan', 'diterapin', 'tarif', 'integrasi', 'tjmrtlrt', 'angkot', 'jaklingko']","['iya', 'skrg', 'atur', 'diterapin', 'tarif', 'integrasi', 'tjmrtlrt', 'angkot', 'jaklingko']",iya skrg atur diterapin tarif integrasi tjmrtlrt angkot jaklingko
52,53,https://twitter.com/LeonardEricLie/statuses/1577491682710663168,LeonardEricLie,tbh sistem tertutup kayak kaic itu jauh lebih gampang daripada sistem terbuka ala bus kota begini daripada begini kalo pengen gampang di sisi provider customer dibikin monthly pass sama daily pass atau pastikan semua alat tap bisa baca barcode aplikasi jaklingko ,Twitter for Android,0,0,in,reply,77507,53,324,0,"['tbh', 'sistem', 'tertutup', 'kayak', 'kaic', 'itu', 'jauh', 'lebih', 'gampang', 'daripada', 'sistem', 'terbuka', 'ala', 'bus', 'kota', 'begini', 'daripada', 'begini', 'kalo', 'pengen', 'gampang', 'di', 'sisi', 'provider', 'customer', 'dibikin', 'monthly', 'pass', 'sama', 'daily', 'pass', 'atau', 'pastikan', 'semua', 'alat', 'tap', 'bisa', 'baca', 'barcode', 'aplikasi', 'jaklingko']","['tbh', 'sistem', 'tertutup', 'kayak', 'kaic', 'gampang', 'sistem', 'terbuka', 'ala', 'bus', 'kota', 'kalo', 'pengen', 'gampang', 'sisi', 'provider', 'customer', 'dibikin', 'monthly', 'pass', 'daily', 'pass', 'pastikan', 'alat', 'tap', 'baca', 'barcode', 'aplikasi', 'jaklingko']","['tbh', 'sistem', 'tutup', 'kayak', 'kaic', 'gampang', 'sistem', 'buka', 'ala', 'bus', 'kota', 'kalo', 'ken', 'gampang', 'sisi', 'provider', 'customer', 'bikin', 'monthly', 'pass', 'daily', 'pass', 'pasti', 'alat', 'tap', 'baca', 'barcode', 'aplikasi', 'jaklingko']",tbh sistem tutup kayak kaic gampang sistem buka ala bus kota kalo ken gampang sisi provider customer bikin monthly pass daily pass pasti alat tap baca barcode aplikasi jaklingko
54,55,https://twitter.com/vvarganet1/statuses/1577488008059957249,vvarganet1,bapuk emang timnya jaklingko humas transjakarta ,Twitter for Android,0,1,in,retweet,21121,801,636,"0,157232704","['bapuk', 'emang', 'timnya', 'jaklingko', 'humas', 'transjakarta']","['bapuk', 'emang', 'timnya', 'jaklingko', 'humas', 'transjakarta']","['bapuk', 'emang', 'tim', 'jaklingko', 'humas', 'transjakarta']",bapuk emang tim jaklingko humas transjakarta
57,58,https://twitter.com/BisKota_/statuses/1577482471922597888,BisKota_,twit  sampai besok hari jam  belum dibales sama adminnya halo timnya jaklingko di twitter jawab dong disini dari kemaren cuma ngebacot doang wajib tap in tap out ,Twitter for Android,0,0,in,reply,157045,774,23849,0,"['twit', 'sampai', 'besok', 'hari', 'jam', 'belum', 'dibales', 'sama', 'adminnya', 'halo', 'timnya', 'jaklingko', 'di', 'twitter', 'jawab', 'dong', 'disini', 'dari', 'kemaren', 'cuma', 'ngebacot', 'doang', 'wajib', 'tap', 'in', 'tap', 'out']","['twit', 'besok', 'jam', 'dibales', 'adminnya', 'halo', 'timnya', 'jaklingko', 'twitter', 'kemaren', 'ngebacot', 'doang', 'wajib', 'tap', 'in', 'tap', 'out']","['twit', 'besok', 'jam', 'dibales', 'adminnya', 'halo', 'tim', 'jaklingko', 'twitter', 'kemaren', 'ngebacot', 'doang', 'wajib', 'tap', 'in', 'tap', 'out']",twit besok jam dibales adminnya halo tim jaklingko twitter kemaren ngebacot doang wajib tap in tap out
58,59,https://twitter.com/febryanrdhn/statuses/1577482382382632960,febryanrdhn,saya punya kartu jaklingko mandiri udah coba aktivasi lewat bct gagal terus tulisannya gagal karena masalah kartu silahkan hubungi petugas udah dibantu petugas tapi blm berhasil bisa dibantu min  ,Twitter for Android,0,0,in,original,8452,505,343,0,"['saya', 'punya', 'kartu', 'jaklingko', 'mandiri', 'udah', 'coba', 'aktivasi', 'lewat', 'bct', 'gagal', 'terus', 'tulisannya', 'gagal', 'karena', 'masalah', 'kartu', 'silahkan', 'hubungi', 'petugas', 'udah', 'dibantu', 'petugas', 'tapi', 'blm', 'berhasil', 'bisa', 'dibantu', 'min']","['kartu', 'jaklingko', 'mandiri', 'udah', 'coba', 'aktivasi', 'bct', 'gagal', 'tulisannya', 'gagal', 'kartu', 'silahkan', 'hubungi', 'petugas', 'udah', 'dibantu', 'petugas', 'blm', 'berhasil', 'dibantu', 'min']","['kartu', 'jaklingko', 'mandiri', 'udah', 'coba', 'aktivasi', 'bct', 'gagal', 'tulis', 'gagal', 'kartu', 'silah', 'hubung', 'tugas', 'udah', 'bantu', 'tugas', 'blm', 'hasil', 'bantu', 'min']",kartu jaklingko mandiri udah coba aktivasi bct gagal tulis gagal kartu silah hubung tugas udah bantu tugas blm hasil bantu min
59,60,https://twitter.com/nenskyyy/statuses/1577480929869979648,nenskyyy,ni jaklingko dingin bgt ,Twitter for iPhone,0,0,in,original,7511,202,94,0,"['ni', 'jaklingko', 'dingin', 'bgt']","['ni', 'jaklingko', 'dingin']","['ni', 'jaklingko', 'dingin']",ni jaklingko dingin
60,61,https://twitter.com/sendicadash/statuses/1577480819459117056,sendicadash,min kartu yang di pakai untuk naik tj dari meruya ke blok m kartu nya apa ya  jaklingko  bri  flash atau emony  ,Twitter for iPhone,0,0,in,reply,171928,277,3510,0,"['min', 'kartu', 'yang', 'di', 'pakai', 'untuk', 'naik', 'tj', 'dari', 'meruya', 'ke', 'blok', 'm', 'kartu', 'nya', 'apa', 'ya', 'jaklingko', 'bri', 'flash', 'atau', 'emony']","['min', 'kartu', 'pakai', 'meruya', 'blok', 'm', 'kartu', 'nya', 'ya', 'jaklingko', 'bri', 'flash', 'emony']","['min', 'kartu', 'pakai', 'meruya', 'blok', 'm', 'kartu', 'nya', 'ya', 'jaklingko', 'bri', 'flash', 'emony']",min kartu pakai meruya blok m kartu nya ya jaklingko bri flash emony
61,62,https://twitter.com/minladore/statuses/1577480501111099392,minladore,mutual aku ada yang sering naik tj gak aku mau beli kartu baru tapi bingung mending flazz emoney atau jaklingko atau ada rekomendasi kartu lain ,Twitter for Android,0,0,in,original,12404,3506,3944,0,"['mutual', 'aku', 'ada', 'yang', 'sering', 'naik', 'tj', 'gak', 'aku', 'mau', 'beli', 'kartu', 'baru', 'tapi', 'bingung', 'mending', 'flazz', 'emoney', 'atau', 'jaklingko', 'atau', 'ada', 'rekomendasi', 'kartu', 'lain']","['mutual', 'gak', 'beli', 'kartu', 'bingung', 'mending', 'flazz', 'emoney', 'jaklingko', 'rekomendasi', 'kartu']","['mutual', 'gak', 'beli', 'kartu', 'bingung', 'mending', 'flazz', 'emoney', 'jaklingko', 'rekomendasi', 'kartu']",mutual gak beli kartu bingung mending flazz emoney jaklingko rekomendasi kartu
62,63,https://twitter.com/miawwwmiaww/statuses/1577478608901525505,miawwwmiaww,kenapa giliran w udah pesen ojol banyak jaklingko lewat ,Twitter for Android,0,0,in,original,1753,150,31,0,"['kenapa', 'giliran', 'w', 'udah', 'pesen', 'ojol', 'banyak', 'jaklingko', 'lewat']","['giliran', 'w', 'udah', 'pesen', 'ojol', 'jaklingko']","['gilir', 'w', 'udah', 'sen', 'ojol', 'jaklingko']",gilir w udah sen ojol jaklingko
63,64,https://twitter.com/sbatudingin/statuses/1577477131289829376,sbatudingin,kartu jaklingko gw gabisa kepakentadi ,Twitter for Android,0,0,in,original,1919,708,31,0,"['kartu', 'jaklingko', 'gw', 'gabisa', 'kepakentadi']","['kartu', 'jaklingko', 'gw', 'gabisa', 'kepakentadi']","['kartu', 'jaklingko', 'gw', 'gabisa', 'kepakentadi']",kartu jaklingko gw gabisa kepakentadi
64,65,https://twitter.com/errrrynsyh/statuses/1577475312581218304,errrrynsyh,kartu saya emoney biasa bukan yg jaklingko tapi bisa diaktifin dialat itu ,Twitter for Android,0,0,in,reply,736,47,49,0,"['kartu', 'saya', 'emoney', 'biasa', 'bukan', 'yg', 'jaklingko', 'tapi', 'bisa', 'diaktifin', 'dialat', 'itu']","['kartu', 'emoney', 'jaklingko', 'diaktifin', 'dialat']","['kartu', 'emoney', 'jaklingko', 'diaktifin', 'alat']",kartu emoney jaklingko diaktifin alat
65,66,https://twitter.com/kiwkiwting/statuses/1577474331692920832,kiwkiwting,saya pake tapcash kl emg cm berlaku utk jaklingko harusnya mereka sosialisasi dong pagi wkt ngetap di halte petugasnya ga jelasin cm nekenin hrs tap out ujungnya kepotong x saldo saya ,Twitter for iPhone,0,0,in,reply,57,57,2,0,"['saya', 'pake', 'tapcash', 'kl', 'emg', 'cm', 'berlaku', 'utk', 'jaklingko', 'harusnya', 'mereka', 'sosialisasi', 'dong', 'pagi', 'wkt', 'ngetap', 'di', 'halte', 'petugasnya', 'ga', 'jelasin', 'cm', 'nekenin', 'hrs', 'tap', 'out', 'ujungnya', 'kepotong', 'x', 'saldo', 'saya']","['pake', 'tapcash', 'berlaku', 'utk', 'jaklingko', 'sosialisasi', 'pagi', 'wkt', 'ngetap', 'halte', 'petugasnya', 'ga', 'jelasin', 'nekenin', 'hrs', 'tap', 'out', 'ujungnya', 'kepotong', 'x', 'saldo']","['pake', 'tapcash', 'laku', 'utk', 'jaklingko', 'sosialisasi', 'pagi', 'wkt', 'ngetap', 'halte', 'tugas', 'ga', 'jelasin', 'nekenin', 'hrs', 'tap', 'out', 'ujung', 'potong', 'x', 'saldo']",pake tapcash laku utk jaklingko sosialisasi pagi wkt ngetap halte tugas ga jelasin nekenin hrs tap out ujung potong x saldo
